================ Training Loss (Wed Jun  8 12:17:25 2022) ================
(epoch: 1, iters: 100, time: 0.560, data: 0.221) D_A: 0.514 G_A: 0.308 cycle_A: 1.488 idt_A: 2.283 D_B: 0.480 G_B: 0.256 cycle_B: 4.514 idt_B: 0.679 
(epoch: 1, iters: 200, time: 0.543, data: 0.002) D_A: 0.286 G_A: 0.277 cycle_A: 2.483 idt_A: 1.582 D_B: 0.295 G_B: 0.270 cycle_B: 3.521 idt_B: 1.062 
(epoch: 1, iters: 300, time: 0.551, data: 0.002) D_A: 0.281 G_A: 0.267 cycle_A: 2.463 idt_A: 1.000 D_B: 0.272 G_B: 0.272 cycle_B: 2.284 idt_B: 1.029 
(epoch: 1, iters: 400, time: 0.877, data: 0.002) D_A: 0.268 G_A: 0.380 cycle_A: 1.077 idt_A: 1.174 D_B: 0.313 G_B: 0.434 cycle_B: 2.568 idt_B: 0.460 
(epoch: 1, iters: 500, time: 0.549, data: 0.002) D_A: 0.268 G_A: 0.254 cycle_A: 1.519 idt_A: 0.970 D_B: 0.262 G_B: 0.242 cycle_B: 2.068 idt_B: 0.660 
(epoch: 1, iters: 600, time: 0.545, data: 0.002) D_A: 0.321 G_A: 0.358 cycle_A: 0.755 idt_A: 0.397 D_B: 0.259 G_B: 0.282 cycle_B: 1.148 idt_B: 0.305 
(epoch: 1, iters: 700, time: 0.551, data: 0.002) D_A: 0.228 G_A: 0.327 cycle_A: 1.594 idt_A: 1.293 D_B: 0.259 G_B: 0.258 cycle_B: 2.301 idt_B: 0.610 
(epoch: 1, iters: 800, time: 0.670, data: 0.002) D_A: 0.273 G_A: 0.312 cycle_A: 2.042 idt_A: 2.065 D_B: 0.225 G_B: 0.330 cycle_B: 7.062 idt_B: 0.912 
(epoch: 1, iters: 900, time: 0.546, data: 0.002) D_A: 0.230 G_A: 0.320 cycle_A: 1.778 idt_A: 0.907 D_B: 0.216 G_B: 0.299 cycle_B: 1.972 idt_B: 0.846 
(epoch: 2, iters: 100, time: 0.550, data: 0.154) D_A: 0.210 G_A: 0.247 cycle_A: 1.742 idt_A: 1.311 D_B: 0.281 G_B: 0.294 cycle_B: 2.821 idt_B: 0.784 
(epoch: 2, iters: 200, time: 0.552, data: 0.002) D_A: 0.287 G_A: 0.293 cycle_A: 2.211 idt_A: 1.272 D_B: 0.401 G_B: 0.423 cycle_B: 2.647 idt_B: 0.861 
(epoch: 2, iters: 300, time: 0.876, data: 0.002) D_A: 0.292 G_A: 0.211 cycle_A: 1.474 idt_A: 0.902 D_B: 0.349 G_B: 0.240 cycle_B: 1.798 idt_B: 0.656 
(epoch: 2, iters: 400, time: 0.551, data: 0.002) D_A: 0.220 G_A: 0.260 cycle_A: 1.141 idt_A: 0.706 D_B: 0.323 G_B: 0.476 cycle_B: 1.648 idt_B: 0.516 
(epoch: 2, iters: 500, time: 0.547, data: 0.002) D_A: 0.228 G_A: 0.334 cycle_A: 1.954 idt_A: 1.129 D_B: 0.291 G_B: 0.309 cycle_B: 2.498 idt_B: 0.989 
(epoch: 2, iters: 600, time: 0.546, data: 0.002) D_A: 0.241 G_A: 0.313 cycle_A: 1.199 idt_A: 1.199 D_B: 0.252 G_B: 0.289 cycle_B: 2.635 idt_B: 0.453 
(epoch: 2, iters: 700, time: 0.674, data: 0.002) D_A: 0.222 G_A: 0.317 cycle_A: 0.852 idt_A: 1.212 D_B: 0.212 G_B: 0.265 cycle_B: 2.640 idt_B: 0.325 
(epoch: 2, iters: 800, time: 0.550, data: 0.002) D_A: 0.237 G_A: 0.269 cycle_A: 1.748 idt_A: 1.167 D_B: 0.226 G_B: 0.276 cycle_B: 2.705 idt_B: 0.631 
(epoch: 2, iters: 900, time: 0.548, data: 0.003) D_A: 0.320 G_A: 0.067 cycle_A: 1.391 idt_A: 0.665 D_B: 0.314 G_B: 0.752 cycle_B: 1.603 idt_B: 0.613 
